id,id_aziende,id_fornitori,codice,codice_ufficiale,codice_alternativo_ufficiale,nome,nome_eng,descrizione,descrizione_eng,descrizione_estesa,descrizione_estesa_eng,meta_title,meta_title_eng,meta_description,meta_description_eng,produttore,originale,parte_sportiva,memorabilia,descrizione_tecnica,immagine,galleria,id_brand,prezzo,esente_iva,richiesta_preventivo,quantita_min,quantita_confezione,unita,iva,accise,importo_minimo,sconto_base1,sconto_base2,sconto_base3,sconto_applicato,categoria_merceologica,tipologia,id_varianti_set_tipologie,disponibilita,ordinabile,forza_immagini,attivo,tag,quantita,id_materiali,anno_produzione,taglia,peso,altezza,larghezza,lunghezza,condizioni_ricambio,stato,data_inserimento,data_modifica,data_rimozione,data_vendita,aziende,fornitori,brand,varianti_set_tipologie,materiali
8025,306,306,rcjb128,,,Sedili Recaro Porsche 964 CUP,Recaro Porsche 964 CUP Seats,"Porsche 964 CUP Recaro Sedili Profischale
Numero parte: 96452100369
Numero Recaro: 0708101000
Datato 1990/91
Anche per 993 Cup, 964 Turbo, ecc.
Molto raro.
Nel complesso buone condizioni d'uso.","Porsche 964 CUP Recaro Profischale Seats
Part Number: 96452100369
Recaro Number: 0708101000
Dated 1990/91
Also for 993 Cup, 964 Turbo, etc.
Very rare.
Overall good used condition.","Porsche 964 CUP Recaro Sedili Profischale
Numero parte: 96452100369
Numero Recaro: 0708101000
Datato 1990/91
Anche per 993 Cup, 964 Turbo, ecc.
Molto raro.
Nel complesso buone condizioni d'uso.","Porsche 964 CUP Recaro Profischale Seats
Part Number: 96452100369
Recaro Number: 0708101000
Dated 1990/91
Also for 993 Cup, 964 Turbo, etc.
Very rare.
Overall good used condition.",,,,,,0,1,0,,14bd84dd55b55eea4704b2773-nobg.png,"14bd84dd55b55eea4704b2773.jpg,475d8436e841d0b86779fff38.jpg,be5e0617c4d5eea2d2bd77c63.jpg,5a35c8efa078628b7afd80a78.jpg,c36bf40ca1c1cff4401a44656.jpg",,9964,1,0,1,1,,,,,,,,,,semplice,,0,1,0,1,,1,0,,,5,120,120,120,usato,pubblicato,31/01/25 12:42,25/06/25 18:24,0000-00-00 00:00:00,,"Jonas Brenner
<br>(<i>Seller Pro 306</i>)",,,,
8028,306,306,rcjb129,,,Cerchio posteriore originale Speedline Ferrari F40 13x17,Original Speedline Ferrari F40 13x17 rear wheel,"Ruota posteriore Ferrari F40
Dimensioni: 13x17
Speedline originale.
Datato 1992.
Numero parte: 134255
Buone condizioni d'uso.
Molto raro.","Ferrari F40 Rear Wheel
Size: 13x17
Original Speedline.
Dated 1992.
Part Number: 134255
Good used condition.
Very rare.","Ruota posteriore Ferrari F40
Dimensioni: 13x17
Speedline originale.
Datato 1992.
Numero parte: 134255
Buone condizioni d'uso.
Molto raro.","Ferrari F40 Rear Wheel
Size: 13x17
Original Speedline.
Dated 1992.
Part Number: 134255
Good used condition.
Very rare.",,,,,Speedline,1,0,0,,47822c879f6335c27d3224630-nobg.png,"47822c879f6335c27d3224630.jpg,02befd57563741b7411d5257c.jpg,80c0e8ca7674d24fa247f2bb1.jpg,09022fd499457a110413df6d3.jpg,21b3a8e4778491b30951aa201.jpg",,3500,1,0,1,1,,,,,,,,,,semplice,,0,1,0,1,,1,0,,,9,60,60,60,usato,pubblicato,31/01/25 12:42,25/06/25 18:24,0000-00-00 00:00:00,,"Jonas Brenner
<br>(<i>Seller Pro 306</i>)",,,,
8031,306,306,rcjb130,,,Semialberi di trasmissione Porsche 991.2 Cup,Porsche 991.2 Cup Drive Shafts,"Alberi di trasmissione a tazza Porsche 991.2
Codice articolo: 9913320248S
Data: 2020 / 21
Buone condizioni.","Porsche 991.2 Cup Drive Shafts
Part Number: 9913320248S
Date: 2020 / 21
Good condition.","Alberi di trasmissione a tazza Porsche 991.2
Codice articolo: 9913320248S
Data: 2020 / 21
Buone condizioni.","Porsche 991.2 Cup Drive Shafts
Part Number: 9913320248S
Date: 2020 / 21
Good condition.",,,,,,0,1,0,,3e4b82d7304812372894c4717-nobg.png,"3e4b82d7304812372894c4717.jpg,e58965ee8ad65345f7c568d60.jpg,50b87c0efcdee869b66c7cd84.jpg,3bc6b66c8642ac2868c180791.jpg,b90ea9308631274b9bc5140a4.jpg",,2000,1,0,1,1,,,,,,,,,,semplice,,0,1,0,1,,1,0,,,10,120,120,100,usato,pubblicato,31/01/25 12:42,25/06/25 18:24,0000-00-00 00:00:00,,"Jonas Brenner
<br>(<i>Seller Pro 306</i>)",,,,
8034,306,306,rcjb131,,,Finestrino laterale da competizione Porsche 991 GT3R e CUP lato destro,Porsche 991 GT3R and CUP racing side window right side,"Porsche 991 GT3R e finestrino laterale CUP Racing a destra
Con presa d'aria extra/condotto NACA.
Usato.","Porsche 991 GT3R and CUP Racing side window right
With extra air intake/NACA duct.
Used.","Porsche 991 GT3R e finestrino laterale CUP Racing a destra
Con presa d'aria extra/condotto NACA.
Usato.","Porsche 991 GT3R and CUP Racing side window right
With extra air intake/NACA duct.
Used.",,,,,,0,0,0,,6b99c7269cd39ae4094b9ff02-nobg.png,"6b99c7269cd39ae4094b9ff02.jpg,35ca6105d880f8ad06acf839a.jpg,430fe2dc3661d5f397acab882.jpg,934991607e13bb9042281fb3d.jpg,b64fa39d76b752faa9b4a7354.jpg",,150,1,0,1,1,,,,,,,,,,semplice,,0,1,0,1,,1,,,,,,,,usato,bozza,31/01/25 12:42,25/06/25 18:24,0000-00-00 00:00:00,,"Jonas Brenner
<br>(<i>Seller Pro 306</i>)",,,,
8037,306,306,rcjb132,,,Dischi freno Porsche 991 Cup anteriori e posteriori,Porsche 991 Cup Brake Discs Front and Rear,"Dischi freno Porsche 991 Cup anteriori e posteriori
Prodotto da PFC
Con campanelli dei freni
Codici 9913511058A, 9913521078A e
9913521088A,
così come 9913511068A
Diametro anteriore e posteriore 380 mm.
Spessore davanti e dietro ca. 3 cm
","Porsche 991 Cup brake discs front and rear
Made by PFC
With brake bells
Part numbers 9913511058A, 9913521078A and
9913521088A,
as well as 9913511068A
Diameter front and rear 380 mm.
Thickness front and rear approx. 3 cm","Dischi freno Porsche 991 Cup anteriori e posteriori
Prodotto da PFC
Con campanelli dei freni
Codici 9913511058A, 9913521078A e
9913521088A,
così come 9913511068A
Diametro anteriore e posteriore 380 mm.
Spessore davanti e dietro ca. 3 cm
Condizioni usate.
2 set disponibili.","Porsche 991 Cup brake discs front and rear
Made by PFC
With brake bells
Part numbers 9913511058A, 9913521078A and
9913521088A,
as well as 9913511068A
Diameter front and rear 380 mm.
Thickness front and rear approx. 3 cm
Used condition.
2 sets available.",,,,,,0,0,0,,3557983178f23b923d798db6c-nobg.png,"3557983178f23b923d798db6c.jpg,3601e42bcf2040d5688e69336.jpg,4322b6d9f3b61ed950eedddc5.jpg",,1600,1,0,1,1,,,,,,,,,,semplice,,0,1,0,1,,1,0,,,8,50,50,50,usato,pubblicato,31/01/25 12:42,25/06/25 18:25,0000-00-00 00:00:00,,"Jonas Brenner
<br>(<i>Seller Pro 306</i>)",,,,
8040,306,306,rcjb133,,,Airbox in carbonio Ferrari 458 GT3,Ferrari 458 GT3 Carbon Airbox,"Ferrari 458 GT3 Scatola filtro carbonio
Usato.","Ferrari 458 GT3 Carbon Filter Box
Used.","Ferrari 458 GT3 Scatola filtro carbonio
Usato.","Ferrari 458 GT3 Carbon Filter Box
Used.",,,,,,0,0,0,,90aaea8588a0b10e8a20d0856-nobg.png,"90aaea8588a0b10e8a20d0856.jpg,b14362943013ff0eaa0deee6d.jpg,5219dc994c325a9198c0376ad.jpg,b2c3d3019b977e078311bf666.jpg,08eebfc562b2a3244561350de.jpg",,1400,1,0,1,1,,,,,,,,,,semplice,,0,1,0,1,,1,,,,,,,,usato,bozza,31/01/25 12:42,25/06/25 18:25,0000-00-00 00:00:00,,"Jonas Brenner
<br>(<i>Seller Pro 306</i>)",,,,
8043,306,306,rcjb134,,,Cerchi Audi R8 V10 con pneumatici,Audi R8 V10 rims with tires,"Cerchi Audi R8 V10 con pneumatici
1a generazione
2 pneumatici posteriori del 2018
Profondità battistrada posteriore 7 mm e anteriore 4 mm
2 pneumatici anteriori del 2016
Codice articolo: 420601025AN
Dimensioni ruote: 8,5x19 ET42, 11x19 ET50
Dimensioni pneumatici: 235/35 ZR19, 305/30 ZR19
Buone condizioni generali.","Audi R8 V10 rims with tires
1st generation
2 rear tires from 2018
7mm rear tread depth and 4mm front
2 front tires from 2016
Part number: 420601025AN
Wheel size: 8.5x19 ET42, 11x19 ET50
Tyre size: 235/35 ZR19, 305/30 ZR19
Good overall condition.","Cerchi Audi R8 V10 con pneumatici
1a generazione
2 pneumatici posteriori del 2018
Profondità battistrada posteriore 7 mm e anteriore 4 mm
2 pneumatici anteriori del 2016
Codice articolo: 420601025AN
Dimensioni ruote: 8,5x19 ET42, 11x19 ET50
Dimensioni pneumatici: 235/35 ZR19, 305/30 ZR19
Buone condizioni generali.","Audi R8 V10 rims with tires
1st generation
2 rear tires from 2018
7mm rear tread depth and 4mm front
2 front tires from 2016
Part number: 420601025AN
Wheel size: 8.5x19 ET42, 11x19 ET50
Tyre size: 235/35 ZR19, 305/30 ZR19
Good overall condition.",,,,,,0,0,0,,3e841e7bd8e9ddb3f55268b59-nobg.png,"3e841e7bd8e9ddb3f55268b59.jpg,330c02101835bcd269698e7e8.jpg,f5d14f70f87828f8020c96376.jpg,0d866b3d989abb40a596b7c9c.jpg,6d57e5b6cd877ef554d02da19.jpg",,1200,1,0,1,1,,,,,,,,,,semplice,,0,1,0,1,,1,,,,,,,,usato,bozza,31/01/25 12:42,25/06/25 18:25,0000-00-00 00:00:00,,"Jonas Brenner
<br>(<i>Seller Pro 306</i>)",,,,
8046,306,306,rcjb135,,,Ala posteriore con griglia di ventilazione Porsche 993 Turbo,Rear wing with ventilation grille Porsche 993 Turbo,"Spoiler posteriore Porsche 993 Turbo con replica della griglia di ventilazione
Buona precisione di adattamento
Per Turbo, 4S, 2S, Coupé, Cabriolet, Targa
Con segni d'uso.","Porsche 993 Turbo rear spoiler with ventilation grille replica
Good fit
For Turbo, 4S, 2S, Coupe, Cabriolet, Targa
With signs of use.","Spoiler posteriore Porsche 993 Turbo con replica della griglia di ventilazione
Buona precisione di adattamento
Per Turbo, 4S, 2S, Coupé, Cabriolet, Targa
Con segni d'uso.","Porsche 993 Turbo rear spoiler with ventilation grille replica
Good fit
For Turbo, 4S, 2S, Coupe, Cabriolet, Targa
With signs of use.",,,,,,0,0,0,,cc6cb3880266e2dd5caeb2d97-nobg.png,"cc6cb3880266e2dd5caeb2d97.jpg,08c6ec2e18d516be4a7765a8a.jpg,d4517cbd2125ef291ee0ee733.jpg,1036c4e9d375269e65398bb67.jpg,71fc651b408190190fe436d49.jpg",,800,1,0,1,1,,,,,,,,,,semplice,,0,1,0,1,,1,0,,,8,50,50,110,usato,pubblicato,31/01/25 12:42,25/06/25 18:25,0000-00-00 00:00:00,,"Jonas Brenner
<br>(<i>Seller Pro 306</i>)",,,,
8049,306,306,rcjb136,,,Pneumatici Formula 1 Pirelli P Zero Red / Mescola Soft,Formula 1 Tyres Pirelli P Zero Red / Soft Compound,"Pneumatici Formula 1 Pirelli P Zero Rosso
Mescola per pneumatici morbida
Taglia 245/660-13
Pneumatico per competizione
Condizioni usate.","Formula 1 Pirelli P Zero Rosso Tires
Soft tire compound
Size 245/660-13
Competition tire
Used condition.","Pneumatici Formula 1 Pirelli P Zero Rosso
Mescola per pneumatici morbida
Taglia 245/660-13
Pneumatico per competizione
Condizioni usate.","Formula 1 Pirelli P Zero Rosso Tires
Soft tire compound
Size 245/660-13
Competition tire
Used condition.",,,,,,0,1,1,,68533f05b934472df60f466a2-nobg.png,"68533f05b934472df60f466a2.jpg,bf1f9471287eecc0426eed04e.jpg,d1946023bd2d27235016d219e.jpg",,250,1,0,1,1,,,,,,,,,,semplice,,0,1,0,1,,1,0,,,5,70,60,60,usato,pubblicato,31/01/25 12:42,25/06/25 18:25,0000-00-00 00:00:00,,"Jonas Brenner
<br>(<i>Seller Pro 306</i>)",,,,
8052,306,306,rcjb137,,,Alternatore Bosch Motorsport Porsche 911 Cup,Bosch Motorsport Porsche 911 Cup alternator,"Alternatore Porsche 911 Cup
Codice articolo: 9976030198B
Prodotto da Bosch Motorsport.
Codice Bosch: F02UV00445-03,
così come un altro codice 99660301990
Amperaggi diversi.
Adatto per","Porsche 911 Cup Alternator
Part number: 9976030198B
Made by Bosch Motorsport.
Bosch part number: F02UV00445-03,
as well as another part number 99660301990
Different amperages.

","Alternatore Porsche 911 Cup
Codice articolo: 9976030198B
Prodotto da Bosch Motorsport.
Codice Bosch: F02UV00445-03,
così come un altro codice 99660301990
Amperaggi diversi.
Adatto per
Veicoli Porsche 996/997/991 Coppa.
Buone condizioni.
3 disponibili","Porsche 911 Cup Alternator
Part number: 9976030198B
Made by Bosch Motorsport.
Bosch part number: F02UV00445-03,
as well as another part number 99660301990
Different amperages.
Suitable for
Porsche 996/997/991 Cup vehicles.
Good condition.
3 available",,,,,,0,1,0,,fc0509dba5d11075bc6d18099-nobg.png,"fc0509dba5d11075bc6d18099.jpg,f6b647d669cdcc26ca19225d2.jpg,fdb2c587457e235560a8d1ca1.jpg,9df559f68a5e7632d287a380b.jpg,2aaeb7511260dddb92402e40c.jpg",,1250,1,0,1,1,,,,,,,,,,semplice,,0,1,0,1,,1,0,,,7,50,50,50,usato,pubblicato,31/01/25 12:42,25/06/25 18:25,0000-00-00 00:00:00,,"Jonas Brenner
<br>(<i>Seller Pro 306</i>)",,,,
8055,306,306,rcjb138,,,Pannello laterale posteriore in carbonio Aston Martin DBRS9,Aston Martin DBRS9 Carbon Rear Quarter Panel,"Aston Martin DBRS9 Pannello laterale posteriore in carbonio
Parte originale in buone condizioni.
Situato negli Stati Uniti.
Possibile spedizione in tutto il mondo e importazione nell'UE.
Numero parte: R10/C5/038A
Codice identificativo Aston Martin 000810
Raro.","Aston Martin DBRS9 Carbon Rear Quarter Panel
Original part in good condition.
Located in USA.
Worldwide shipping and EU import possible.
Part number: R10/C5/038A
Aston Martin ID 000810
Rare.","Aston Martin DBRS9 Pannello laterale posteriore in carbonio
Parte originale in buone condizioni.
Situato negli Stati Uniti.
Possibile spedizione in tutto il mondo e importazione nell'UE.
Numero parte: R10/C5/038A
Codice identificativo Aston Martin 000810
Raro.","Aston Martin DBRS9 Carbon Rear Quarter Panel
Original part in good condition.
Located in USA.
Worldwide shipping and EU import possible.
Part number: R10/C5/038A
Aston Martin ID 000810
Rare.",,,,,,0,0,0,,b6929d81795ecd0e1bc0c3f16-nobg.png,"b6929d81795ecd0e1bc0c3f16.jpg,94453c4287fecb55dd2a77e67.jpg,225710aa9ff01033ad7155d33.jpg,3d451144a28704b6b98da38e4.jpg,c87d00c0f2a18554ffe70e450.jpg",,3950,1,0,1,1,,,,,,,,,,semplice,,0,1,0,1,,1,,,,,,,,usato,bozza,31/01/25 12:42,25/06/25 18:25,0000-00-00 00:00:00,,"Jonas Brenner
<br>(<i>Seller Pro 306</i>)",,,,
8058,306,306,rcjb139,,,Sospensione Porsche 991 Cup,Porsche 991 Cup Suspension,"Sospensione della Coppa Porsche 991
Ammortizzatori per l'asse anteriore e posteriore
Numeri di parte: 9913330518A, 9913430458D e 9913336776A
Condizioni usate.
Oltre a questo set, ci sono 12 ammortizzatori anteriori e
12 ammortizzatori posteriori.
","Porsche 991 Cup Suspension
Shock absorbers for front and rear axle
Part numbers: 9913330518A, 9913430458D and 9913336776A
Used condition.
In addition to this set, there are 12 front shock absorbers and
12 rear shock absorbers.
","Sospensione della Coppa Porsche 991
Ammortizzatori per l'asse anteriore e posteriore
Numeri di parte: 9913330518A, 9913430458D e 9913336776A
Condizioni usate.
Non testato.
Oltre a questo set, ci sono 12 ammortizzatori anteriori e
12 ammortizzatori posteriori.
Non testato in ogni caso.","Porsche 991 Cup Suspension
Shock absorbers for front and rear axle
Part numbers: 9913330518A, 9913430458D and 9913336776A
Used condition.
Not tested.
In addition to this set, there are 12 front shock absorbers and
12 rear shock absorbers.
Not tested in any case.",,,,,,0,1,0,,12efb694c3d479a45691d4662-nobg.png,"12efb694c3d479a45691d4662.jpg,5db1fc445d09915f8bf2462b7.jpg,3acf1f28b4ff0878cd108caa8.jpg,dc9215ea32bebdff71a3449a8.jpg,c578f1b378ad1ffdbcf0a2cfc.jpg",,2000,1,0,1,1,,,,,,,,,,semplice,,0,1,0,1,,1,0,,,6,60,60,60,usato,pubblicato,31/01/25 12:42,25/06/25 18:25,0000-00-00 00:00:00,,"Jonas Brenner
<br>(<i>Seller Pro 306</i>)",,,,
8061,306,306,rcjb140,,,Fanali posteriori Porsche Carrera GT,Porsche Carrera GT Rear Lights,"Luci posteriori Porsche Carrera GT
Versione americana.
Numeri di parte: 98063141800 e 98063141700
Datato: 2005
Ottime condizioni.
Molto raro.","Porsche Carrera GT Rear Lights
American Version.
Part Numbers: 98063141800 and 98063141700
Dated: 2005
Very Good Condition.
Very Rare.","Luci posteriori Porsche Carrera GT
Versione americana.
Numeri di parte: 98063141800 e 98063141700
Datato: 2005
Ottime condizioni.
Molto raro.","Porsche Carrera GT Rear Lights
American Version.
Part Numbers: 98063141800 and 98063141700
Dated: 2005
Very Good Condition.
Very Rare.",,,,,Porsche ,1,0,0,,a54642de64b938c904ba04eef-nobg.png,"a54642de64b938c904ba04eef.jpg,cb48cd4e7b87c98a4ad9f091c.jpg,e06ea59bea89992c09df2efae.jpg,cf42a39509fa5c1645d6d7cee.jpg,6e6d29d7dfc155a2f53ae3fe7.jpg",,3500,1,0,1,1,,,,,,,,,,semplice,,0,1,0,1,,1,0,,,4,30,30,30,usato,pubblicato,31/01/25 12:42,25/06/25 18:25,0000-00-00 00:00:00,,"Jonas Brenner
<br>(<i>Seller Pro 306</i>)",,,,
8064,306,306,rcjb141,,,Tetto blu Mercedes Benz DTM 2015,Mercedes Benz DTM 2015 Blue Roof,"Tetto Mercedes Benz DTM 2015
Euronics
Colore: blu
Adesivi: gialli e bianchi
Completare.
Codice: 315134024.000.01
Buone condizioni.","Mercedes Benz DTM 2015 Roof
Euronics
Color: Blue
Stickers: Yellow and White
Complete.
Code: 315134024.000.01
Good condition.","Tetto Mercedes Benz DTM 2015
Euronics
Colore: blu
Adesivi: gialli e bianchi
Completare.
Codice: 315134024.000.01
Buone condizioni.","Mercedes Benz DTM 2015 Roof
Euronics
Color: Blue
Stickers: Yellow and White
Complete.
Code: 315134024.000.01
Good condition.",,,,,,0,0,0,,99e383c0b644e6a11d154f952-nobg.png,"99e383c0b644e6a11d154f952.jpg,6e3b49fbf0b1e0c7ccd541d7e.jpg,69b4a2fc78dbc9e231781db46.jpg,8ddae82cc8b62d40e117276a3.jpg,0b77d2baf9fdbbed12fb73cf7.jpg",,0,1,1,1,1,,,,,,,,,,semplice,,0,1,0,1,,1,0,,,0,0,0,0,usato,bozza,31/01/25 12:42,25/06/25 18:25,0000-00-00 00:00:00,,"Jonas Brenner
<br>(<i>Seller Pro 306</i>)",,,,
8067,306,306,rcjb142,,,Ala posteriore Porsche 996 GT3 facelift,Porsche 996 GT3 facelift rear wing,"Restyling dell'ala spoiler posteriore della Porsche 996 GT3
Codice articolo 99651295900G2X
Colore rosso
Con segni di utilizzo e conservazione.
Dovrebbe essere ridipinto.","Porsche 996 GT3 Rear Spoiler Wing Restyling
Item number 99651295900G2X
Color red
With signs of use and storage.
Should be repainted.","Restyling dell'ala spoiler posteriore della Porsche 996 GT3
Codice articolo 99651295900G2X
Colore rosso
Con segni di utilizzo e conservazione.
Dovrebbe essere ridipinto.","Porsche 996 GT3 Rear Spoiler Wing Restyling
Item number 99651295900G2X
Color red
With signs of use and storage.
Should be repainted.",,,,,,1,0,0,,d01c7beea1c04afe8c02c8839-nobg.png,"d01c7beea1c04afe8c02c8839.jpg,ca7ae424c6c9c6756b79f3654.jpg,da7db90c48b72bb78fa84c0df.jpg,80ff543458b73e44ed957f08b.jpg,25639d56b3c5e07f611c009a6.jpg",,1200,1,0,1,1,,,,,,,,,,semplice,,0,1,0,1,,1,0,,,5,100,100,50,usato,pubblicato,31/01/25 12:42,25/06/25 18:25,0000-00-00 00:00:00,,"Jonas Brenner
<br>(<i>Seller Pro 306</i>)",,,,
8070,306,306,rcjb143,,,Paraurti posteriore Ferrari 458 GT3 danneggiato,Ferrari 458 GT3 Rear Bumper Damaged,"Paraurti posteriore Ferrari 458 GT3 danneggiato
Codice articolo: 21195M
Parte originale Michelotto
Riparabile.","Ferrari 458 GT3 Rear Bumper Damaged
Item Code: 21195M
Original Michelotto Part
Repairable.","Paraurti posteriore Ferrari 458 GT3 danneggiato
Codice articolo: 21195M
Parte originale Michelotto
Riparabile.","Ferrari 458 GT3 Rear Bumper Damaged
Item Code: 21195M
Original Michelotto Part
Repairable.",,,,,,0,0,0,,6c0ccaf7f5c098e4446de09c5-nobg.png,"6c0ccaf7f5c098e4446de09c5.jpg,275e8b3eb86e2adde414e39ec.jpg,51c50d3ffa99d0ac09da42959.jpg,2ab34e57493998e667df91b7b.jpg,68b3ca6e0e92c9064640c494d.jpg",,900,1,0,1,1,,,,,,,,,,semplice,,0,1,0,1,,1,,,,,,,,usato,bozza,31/01/25 12:42,25/06/25 18:25,0000-00-00 00:00:00,,"Jonas Brenner
<br>(<i>Seller Pro 306</i>)",,,,
8073,306,306,rcjb144,,,Collettore di scarico Bentley Speed 8 anno 2001 sinistro e destro,Bentley Speed 8 Year 2001 Exhaust Manifold Left and Right,"Collettore di scarico Bentley Speed ​​8 anno 2001 sinistro e destro
Codici 033 BF n. 6 e 033 BF n. 6
Buone condizioni d'uso.
Molto raro.","Bentley Speed ​​​​8 Exhaust Manifold Year 2001 Left and Right
Codes 033 BF No. 6 and 033 BF No. 6
Good used condition.
Very rare.","Collettore di scarico Bentley Speed ​​8 anno 2001 sinistro e destro
Codici 033 BF n. 6 e 033 BF n. 6
Buone condizioni d'uso.
Molto raro.","Bentley Speed ​​​​8 Exhaust Manifold Year 2001 Left and Right
Codes 033 BF No. 6 and 033 BF No. 6
Good used condition.
Very rare.",,,,,,0,0,0,,d35807605a969114c819e9cf8-nobg.png,"d35807605a969114c819e9cf8.jpg,41060924c609d969fba5af2c4.jpg,96e1f4c0a59cb66c85d03fc31.jpg,cd75a380a49e3907eb3f1e38e.jpg,4fad494225efa54fb32285f4c.jpg",,6000,1,0,1,1,,,,,,,,,,semplice,,0,1,0,1,,1,,,,,,,,usato,bozza,31/01/25 12:42,25/06/25 18:25,0000-00-00 00:00:00,,"Jonas Brenner
<br>(<i>Seller Pro 306</i>)",,,,
8076,306,306,rcjb145,,,Pinze freno anteriori a 6 pistoni Porsche Cayenne 9PA Turbo (sinistra e destra),Porsche Cayenne 9PA Turbo 6 Piston Front Brake Calipers (Left & Right),"Pinza freno Porsche Cayenne 9PA Turbo a 6 pistoncini anteriore sinistra e destra
Produttore: Brembo
Numeri di parte: 95535142261, 95535142161
Buone condizioni d'uso.","Porsche Cayenne 9PA Turbo 6 Piston Brake Caliper Front Left & Right
Manufacturer: Brembo
Part Numbers: 95535142261, 95535142161
Good used condition.","Pinza freno Porsche Cayenne 9PA Turbo a 6 pistoncini anteriore sinistra e destra
Produttore: Brembo
Numeri di parte: 95535142261, 95535142161
Buone condizioni d'uso.","Porsche Cayenne 9PA Turbo 6 Piston Brake Caliper Front Left & Right
Manufacturer: Brembo
Part Numbers: 95535142261, 95535142161
Good used condition.",,,,,,0,0,0,,1792869095037d3aaed1bf9df-nobg.png,"1792869095037d3aaed1bf9df.jpg,ff65111433be1b2524f03e1c6.jpg,058fcb978dcdaffdddbef4a1d.jpg,899d6ace0cee74e256aa53c4b.jpg,2ab9a8c253bf008f6117e1b35.jpg",,800,1,0,1,1,,,,,,,,,,semplice,,0,1,0,1,,1,0,,,5,60,60,60,usato,pubblicato,31/01/25 12:42,25/06/25 18:25,0000-00-00 00:00:00,,"Jonas Brenner
<br>(<i>Seller Pro 306</i>)",,,,
8079,306,306,rcjb146,,,Ala posteriore Porsche 996 Turbo con pannello alare,Porsche 996 Turbo Rear Wing with Wing Panel,"Spoiler posteriore Porsche 996 Turbo con pannello alare
Codice articolo 99651222100
Con trasmissione spoiler posteriore
Codice articolo 99651224101
Colore nero
Condizioni usate con tracce di conservazione.","Porsche 996 Turbo Rear Spoiler with Wing Panel
Item number 99651222100
With Rear Spoiler Drive
Item number 99651224101
Color black
Used condition with traces of storage.","Spoiler posteriore Porsche 996 Turbo con pannello alare
Codice articolo 99651222100
Con trasmissione spoiler posteriore
Codice articolo 99651224101
Colore nero
Condizioni usate con tracce di conservazione.","Porsche 996 Turbo Rear Spoiler with Wing Panel
Item number 99651222100
With Rear Spoiler Drive
Item number 99651224101
Color black
Used condition with traces of storage.",,,,,,0,0,0,,b41ed8da29ceae13c4b20a2c3-nobg.png,"b41ed8da29ceae13c4b20a2c3.jpg,c5a398e498d5d317937fd4988.jpg,c9f105d0c64db10e50620a69a.jpg,57e290536a9c03068513f5cf6.jpg,b7d74d963009fd2d07bbea662.jpg",,2250,1,0,1,1,,,,,,,,,,semplice,,0,1,0,1,,1,0,,,12,90,110,70,usato,pubblicato,31/01/25 12:42,25/06/25 18:25,0000-00-00 00:00:00,,"Jonas Brenner
<br>(<i>Seller Pro 306</i>)",,,,
8082,306,306,rcjb147,,,Cofano posteriore Porsche 996 Carrera,Porsche 996 Carrera Rear Hood,"Coperchio del bagagliaio della Porsche 996 Carrera
Numero di parte: 99651201101
Coperchio del cofano
Completo di spoiler
Codice spoiler del modulo di guida: 99651210900
Colore argento
Buone condizioni con tracce di conservazione.","Porsche 996 Carrera trunk lid
Part number: 99651201101
Hood lid
Complete with spoiler
Drive module spoiler code: 99651210900
Color silver
Good condition with traces of storage.","Coperchio del bagagliaio della Porsche 996 Carrera
Numero di parte: 99651201101
Coperchio del cofano
Completo di spoiler
Codice spoiler del modulo di guida: 99651210900
Colore argento
Buone condizioni con tracce di conservazione.","Porsche 996 Carrera trunk lid
Part number: 99651201101
Hood lid
Complete with spoiler
Drive module spoiler code: 99651210900
Color silver
Good condition with traces of storage.",,,,,Porsche ,1,0,0,,61b55c90d39e9c2445f9aeded-nobg.png,"61b55c90d39e9c2445f9aeded.jpg,3de5476e4cefedae9cdb32d35.jpg,78528e1ee275fca5943e9a333.jpg,90ded1ed331b015adab5ede79.jpg,d6c4998b54e1d55e4e4a1cdcf.jpg",,800,1,0,1,1,,,,,,,,,,semplice,,0,1,0,1,,1,0,,,15,125,70,50,usato,pubblicato,31/01/25 12:42,25/06/25 18:25,0000-00-00 00:00:00,,"Jonas Brenner
<br>(<i>Seller Pro 306</i>)",,,,
